Month,DayofWeek,Tm,Home_Away,Opp,W/L,R,RA,W-L,Rank,Win,Loss,D/N,cLI,Streak,Team,Run_Diff,Avg_R_MA3,Avg_Ra_MA3,RunDiff_MA3,Avg_R_MA5,Avg_Ra_MA5,RunDiff_MA5,Avg_R_MA10,Avg_Ra_MA10,RunDiff_MA10
6,5,PIT,1,MIN,2,4.0,0.0,31-33,3.0,Stratton,Woods Richardson,0,.71,2.0,PIT,4.0,4.667,3.667,1.0,5.0,3.4,1.6,5.0,3.8,1.2
6,6,PIT,1,MIN,0,5.0,11.0,31-34,5.0,Durán,Heller,0,.75,-1.0,PIT,-6.0,4.0,3.667,0.333,5.8,5.6,0.2,5.5,4.1,1.4
6,1,PIT,0,STL,2,2.0,1.0,32-34,2.0,Holderman,Helsley,1,.79,1.0,PIT,1.0,3.667,4.0,-0.333,4.2,4.6,-0.4,4.7,4.0,0.7
6,2,PIT,0,STL,0,2.0,4.0,32-35,5.0,Gray,Falter,1,.88,-1.0,PIT,-2.0,3.0,5.333,-2.333,3.2,3.2,0.0,4.6,3.9,0.7
6,3,PIT,0,STL,0,3.0,4.0,32-36,5.0,Roycroft,Keller,0,.83,-2.0,PIT,-1.0,2.333,3.0,-0.667,3.2,4.0,-0.8,4.1,4.2,-0.1
6,4,PIT,0,COL,2,5.0,2.0,33-36,4.0,Ortiz,Feltner,1,.70,1.0,PIT,3.0,3.333,3.333,0.0,3.4,4.4,-1.0,4.2,3.9,0.3
6,5,PIT,0,COL,0,4.0,16.0,33-37,5.0,Blach,Jones,1,.73,-1.0,PIT,-12.0,4.0,7.333,-3.333,3.2,5.4,-2.2,4.5,5.5,-1.0
6,6,PIT,0,COL,2,8.0,2.0,34-37,3.0,Mlodzinski,Hudson,0,.72,1.0,PIT,6.0,5.667,6.667,-1.0,4.4,5.6,-1.2,4.3,5.1,-0.8
6,0,PIT,1,CIN,2,4.0,1.0,35-37,3.0,Skenes,Spiers,1,.80,2.0,PIT,3.0,5.333,6.333,-1.0,4.8,5.0,-0.2,4.0,4.1,-0.1
6,1,PIT,1,CIN,0,1.0,2.0,35-38,3.0,Lodolo,Falter,1,.83,-1.0,PIT,-1.0,4.333,1.667,2.667,4.4,4.6,-0.2,3.8,4.3,-0.5
6,2,PIT,1,CIN,2,1.0,0.0,36-38,3.0,Holderman,Martinez,0,.77,1.0,PIT,1.0,2.0,1.0,1.0,3.6,4.2,-0.6,3.5,4.3,-0.8
6,4,PIT,1,TBR,0,3.0,10.0,36-39,3.0,Poche,Mlodzinski,1,.78,-1.0,PIT,-7.0,1.667,4.0,-2.333,3.4,3.0,0.4,3.3,4.2,-0.9
6,5,PIT,1,TBR,2,4.0,3.0,37-39,3.0,Jones,Eflin,0,.72,1.0,PIT,1.0,2.667,4.333,-1.667,2.6,3.2,-0.6,3.5,4.4,-0.9
6,6,PIT,1,TBR,0,1.0,3.0,37-40,3.0,Kelly,Holderman,0,.75,-1.0,PIT,-2.0,2.667,5.333,-2.667,2.0,3.6,-1.6,3.4,4.3,-0.9
6,0,PIT,0,CIN,0,5.0,11.0,37-41,3.0,Spiers,Falter,1,.73,-2.0,PIT,-6.0,3.333,5.667,-2.333,2.8,5.4,-2.6,3.6,5.0,-1.4
6,1,PIT,0,CIN,2,9.0,5.0,38-41,3.0,Keller,Greene,1,.65,1.0,PIT,4.0,5.0,6.333,-1.333,4.4,6.4,-2.0,4.0,5.3,-1.3
6,2,PIT,0,CIN,2,6.0,1.0,39-41,3.0,Ortiz,Ashcraft,0,.70,2.0,PIT,5.0,6.667,5.667,1.0,5.0,4.6,0.4,4.2,3.8,0.4
6,4,PIT,0,ATL,0,1.0,6.0,39-42,3.0,Morton,Pérez,1,.79,-1.0,PIT,-5.0,5.333,4.0,1.333,4.4,5.2,-0.8,3.5,4.2,-0.7
6,5,PIT,0,ATL,1,1.0,2.0,39-43,3.0,Hernández,Nicolas,0,.70,-2.0,PIT,-1.0,2.667,3.0,-0.333,4.4,5.0,-0.6,3.2,4.3,-1.1
6,6,PIT,0,ATL,2,4.0,2.0,40-43,3.0,Falter,Schwellenbach,0,.72,1.0,PIT,2.0,2.0,3.333,-1.333,4.2,3.2,1.0,3.5,4.3,-0.8
7,1,PIT,1,STL,0,4.0,7.0,40-44,3.0,Gibson,Keller,1,.73,-1.0,PIT,-3.0,3.0,3.667,-0.667,3.2,3.6,-0.4,3.8,5.0,-1.2
7,2,PIT,1,STL,3,5.0,4.0,41-44,3.0,Chapman,Kittredge,1,.67,1.0,PIT,1.0,4.333,4.333,0.0,3.0,4.2,-1.2,4.0,4.4,-0.4
7,3,PIT,1,STL,0,2.0,3.0,41-45,4.0,King,Santana,0,.71,-1.0,PIT,-1.0,3.667,4.667,-1.0,3.2,3.6,-0.4,3.8,4.4,-0.6
7,4,PIT,1,NYM,2,14.0,2.0,42-45,3.0,Skenes,Severino,1,.60,1.0,PIT,12.0,7.0,3.0,4.0,5.8,3.6,2.2,5.1,4.3,0.8
7,5,PIT,1,NYM,0,2.0,5.0,42-46,3.0,Buttó,Falter,0,.65,-1.0,PIT,-3.0,6.0,3.333,2.667,5.4,4.2,1.2,4.8,3.7,1.1
7,6,PIT,1,NYM,0,2.0,3.0,42-47,3.0,Díaz,Chapman,0,.61,-2.0,PIT,-1.0,6.0,3.333,2.667,5.0,3.4,1.6,4.1,3.5,0.6
7,0,PIT,1,NYM,2,8.0,2.0,43-47,3.0,Keller,Orze,0,.56,1.0,PIT,6.0,4.0,3.333,0.667,5.6,3.0,2.6,4.3,3.6,0.7
7,1,PIT,0,MIL,2,12.0,2.0,44-47,3.0,Priester,Rea,1,.59,2.0,PIT,10.0,7.333,2.333,5.0,7.6,2.8,4.8,5.4,3.2,2.2
7,2,PIT,0,MIL,0,0.0,9.0,44-48,3.0,Myers,Pérez,1,.69,-1.0,PIT,-9.0,6.667,4.333,2.333,4.8,4.2,0.6,5.3,3.9,1.4
7,3,PIT,0,MIL,2,1.0,0.0,45-48,3.0,Skenes,Civale,0,.63,1.0,PIT,1.0,4.333,3.667,0.667,4.6,3.2,1.4,5.0,3.7,1.3
7,4,PIT,0,CHW,2,4.0,1.0,46-48,3.0,Gonzales,Cannon,1,.66,2.0,PIT,3.0,1.667,3.333,-1.667,5.0,2.8,2.2,5.0,3.1,1.9
7,5,PIT,0,CHW,2,6.0,2.0,47-48,3.0,Nicolas,Flexen,0,.74,3.0,PIT,4.0,3.667,1.0,2.667,4.6,2.8,1.8,5.1,2.9,2.2
7,6,PIT,0,CHW,2,9.0,4.0,48-48,3.0,Priester,Kuhl,0,.81,4.0,PIT,5.0,6.333,2.333,4.0,4.0,3.2,0.8,5.8,3.0,2.8
7,4,PIT,1,PHI,3,8.0,7.0,49-48,3.0,Mlodzinski,Alvarado,1,.91,5.0,PIT,1.0,7.667,4.333,3.333,5.6,2.8,2.8,5.2,3.5,1.7
7,5,PIT,1,PHI,2,4.0,1.0,50-48,3.0,Ortiz,Sánchez,1,.99,6.0,PIT,3.0,7.0,4.0,3.0,6.2,3.0,3.2,5.4,3.1,2.3
7,6,PIT,1,PHI,0,0.0,6.0,50-49,3.0,Phillips,Gonzales,0,1.03,-1.0,PIT,-6.0,4.0,4.667,-0.667,5.4,4.0,1.4,5.2,3.4,1.8
7,0,PIT,1,STL,2,2.0,1.0,51-49,3.0,Chapman,King,1,1.05,1.0,PIT,1.0,2.0,2.667,-0.667,4.6,3.8,0.8,4.6,3.3,1.3
7,1,PIT,1,STL,0,1.0,2.0,51-50,3.0,Fernandez,Skenes,1,1.11,-1.0,PIT,-1.0,1.0,3.0,-2.0,3.0,3.4,-0.4,3.5,3.3,0.2
7,2,PIT,1,STL,2,5.0,0.0,52-50,3.0,Pérez,Liberatore,0,1.00,1.0,PIT,5.0,2.667,1.0,1.667,2.4,2.0,0.4,4.0,2.4,1.6
7,4,PIT,0,ARI,0,3.0,4.0,52-51,3.0,Gallen,Mlodzinski,1,1.02,-1.0,PIT,-1.0,3.0,2.0,1.0,2.2,2.6,-0.4,4.2,2.8,1.4
7,5,PIT,0,ARI,0,5.0,9.0,52-52,3.0,Pfaadt,Priester,1,.99,-2.0,PIT,-4.0,4.333,4.333,0.0,3.2,3.2,0.0,4.3,3.6,0.7
7,6,PIT,0,ARI,2,6.0,5.0,53-52,3.0,Chapman,Martinez,0,.90,1.0,PIT,1.0,4.667,6.0,-1.333,4.0,4.0,0.0,4.3,3.9,0.4
7,0,PIT,0,HOU,2,5.0,3.0,54-52,2.0,Chapman,Hader,1,.89,2.0,PIT,2.0,5.333,5.667,-0.333,4.8,4.2,0.6,3.9,3.8,0.1
7,1,PIT,0,HOU,2,6.0,2.0,55-52,2.0,Falter,Brown,1,.97,3.0,PIT,4.0,5.667,3.333,2.333,5.0,4.6,0.4,3.7,3.3,0.4
7,2,PIT,0,HOU,0,4.0,5.0,55-53,3.0,Valdez,Holderman,1,1.06,-1.0,PIT,-1.0,5.0,3.333,1.667,5.2,4.8,0.4,3.7,3.7,0.0
8,4,PIT,1,ARI,0,8.0,9.0,55-54,3.0,Floro,Holderman,1,1.09,-2.0,PIT,-1.0,6.0,5.333,0.667,5.8,4.8,1.0,4.5,4.0,0.5
8,5,PIT,1,ARI,2,4.0,2.0,56-54,3.0,Nicolas,Cecconi,1,.97,1.0,PIT,2.0,5.333,5.333,0.0,5.4,4.2,1.2,4.7,4.1,0.6
8,6,PIT,1,ARI,0,5.0,6.0,56-55,3.0,Sewald,Holderman,0,1.10,-1.0,PIT,-1.0,5.667,5.667,0.0,5.4,4.8,0.6,5.1,4.5,0.6
8,1,PIT,1,SDP,0,0.0,6.0,56-56,3.0,Hoeing,Woodford,1,.93,-2.0,PIT,-6.0,3.0,4.667,-1.667,4.2,5.6,-1.4,4.6,5.1,-0.5
8,2,PIT,1,SDP,0,8.0,9.0,56-57,3.0,Scott,Holderman,1,.81,-3.0,PIT,-1.0,4.333,7.0,-2.667,5.0,6.4,-1.4,5.1,5.6,-0.5
8,3,PIT,1,SDP,0,6.0,7.0,56-58,3.0,Adam,Bednar,0,.59,-4.0,PIT,-1.0,4.667,7.333,-2.667,4.6,6.0,-1.4,5.2,5.4,-0.2
8,4,PIT,0,LAD,0,5.0,9.0,56-59,4.0,Flaherty,Keller,1,.45,-5.0,PIT,-4.0,6.333,8.333,-2.0,4.8,7.4,-2.6,5.1,5.8,-0.7
8,5,PIT,0,LAD,0,1.0,4.0,56-60,4.0,Kopech,Skenes,1,.33,-6.0,PIT,-3.0,4.0,6.667,-2.667,4.0,7.0,-3.0,4.7,5.9,-1.2
8,6,PIT,0,LAD,1,5.0,6.0,56-61,5.0,Phillips,Bednar,0,.26,-7.0,PIT,-1.0,3.667,6.333,-2.667,5.0,7.0,-2.0,4.6,6.3,-1.7
8,0,PIT,0,SDP,0,1.0,2.0,56-62,5.0,Estrada,Woodford,1,.25,-8.0,PIT,-1.0,2.333,4.0,-1.667,3.6,5.6,-2.0,4.3,6.0,-1.7
8,1,PIT,0,SDP,0,0.0,3.0,56-63,5.0,King,Ortiz,1,.19,-9.0,PIT,-3.0,2.0,3.667,-1.667,2.4,4.8,-2.4,3.5,5.4,-1.9
8,2,PIT,0,SDP,0,2.0,8.0,56-64,5.0,Pérez,Keller,0,.15,-10.0,PIT,-6.0,1.0,4.333,-3.333,1.8,4.6,-2.8,3.3,6.0,-2.7
8,4,PIT,1,SEA,2,5.0,3.0,57-64,5.0,Skenes,Gilbert,1,.10,1.0,PIT,2.0,2.333,4.667,-2.333,2.6,4.4,-1.8,3.3,5.7,-2.4
8,5,PIT,1,SEA,2,7.0,2.0,58-64,5.0,Falter,Castillo,0,.12,2.0,PIT,5.0,4.667,4.333,0.333,3.0,3.6,-0.6,4.0,5.3,-1.3
8,6,PIT,1,SEA,0,3.0,10.0,58-65,5.0,Kirby,Woodford,0,.12,-1.0,PIT,-7.0,5.0,5.0,0.0,3.4,5.2,-1.8,3.5,5.4,-1.9
8,0,PIT,0,TEX,0,3.0,4.0,58-66,5.0,Ureña,Ortiz,1,.10,-2.0,PIT,-1.0,4.333,5.333,-1.0,4.0,5.4,-1.4,3.2,5.1,-1.9
8,1,PIT,0,TEX,2,4.0,0.0,59-66,5.0,Keller,Bradford,1,.06,1.0,PIT,4.0,3.333,4.667,-1.333,4.4,3.8,0.6,3.1,4.2,-1.1
8,2,PIT,0,TEX,1,0.0,1.0,59-67,5.0,Yates,Bednar,0,.06,-1.0,PIT,-1.0,2.333,1.667,0.667,3.4,3.4,0.0,3.0,3.9,-0.9
8,3,PIT,1,CIN,2,7.0,0.0,60-67,5.0,Skenes,Lodolo,1,.05,1.0,PIT,7.0,3.667,0.333,3.333,3.4,3.0,0.4,3.2,3.3,-0.1
8,4,PIT,1,CIN,2,6.0,5.0,61-67,5.0,Santana,Wilson,1,.05,2.0,PIT,1.0,4.333,2.0,2.333,4.0,2.0,2.0,3.7,3.6,0.1
8,5,PIT,1,CIN,0,2.0,10.0,61-68,5.0,Aguiar,Woodford,1,.06,-1.0,PIT,-8.0,5.0,5.0,0.0,3.8,3.2,0.6,3.9,4.3,-0.4
8,6,PIT,1,CIN,3,4.0,3.0,62-68,5.0,Chapman,Díaz,0,.03,1.0,PIT,1.0,4.0,6.0,-2.0,3.8,3.8,0.0,4.1,3.8,0.3
8,0,PIT,1,CHC,0,8.0,18.0,62-69,5.0,Taillon,Keller,1,.06,-1.0,PIT,-10.0,4.667,10.333,-5.667,5.4,7.2,-1.8,4.4,5.3,-0.9
8,1,PIT,1,CHC,0,5.0,9.0,62-70,5.0,Steele,Jones,1,.03,-2.0,PIT,-4.0,5.667,10.0,-4.333,5.0,9.0,-4.0,4.2,6.0,-1.8
8,2,PIT,1,CHC,0,10.0,14.0,62-71,5.0,Hodge,Bednar,0,.01,-3.0,PIT,-4.0,7.667,13.667,-6.0,5.8,10.8,-5.0,4.9,6.4,-1.5
8,4,PIT,0,CLE,0,8.0,10.0,62-72,5.0,Avila,Mlodzinski,1,.00,-4.0,PIT,-2.0,7.667,11.0,-3.333,7.0,10.8,-3.8,5.4,7.0,-1.6
8,5,PIT,0,CLE,2,3.0,0.0,63-72,4.0,Ortiz,Boyd,1,.00,1.0,PIT,3.0,7.0,8.0,-1.0,6.8,10.2,-3.4,5.3,7.0,-1.7
9,6,PIT,0,CLE,0,1.0,6.0,63-73,5.0,Cobb,Keller,0,.00,-1.0,PIT,-5.0,4.0,5.333,-1.333,5.4,7.8,-2.4,5.4,7.5,-2.1
9,0,PIT,0,CHC,2,5.0,3.0,64-73,5.0,Beeks,López,1,.00,1.0,PIT,2.0,3.0,3.0,0.0,5.4,6.6,-1.2,5.2,7.8,-2.6
9,1,PIT,0,CHC,2,5.0,0.0,65-73,5.0,Skenes,Hendricks,1,.00,2.0,PIT,5.0,3.667,3.0,0.667,4.4,3.8,0.6,5.1,7.3,-2.2
9,2,PIT,0,CHC,0,0.0,12.0,65-74,5.0,Imanaga,Germán,1,.00,-1.0,PIT,-12.0,3.333,5.0,-1.667,2.8,4.2,-1.4,4.9,7.5,-2.6
9,3,PIT,1,WSN,2,9.0,4.0,66-74,5.0,Falter,Irvin,1,.00,1.0,PIT,5.0,4.667,5.333,-0.667,4.0,5.0,-1.0,5.4,7.6,-2.2
9,5,PIT,1,WSN,0,3.0,5.0,66-75,5.0,Herz,Ortiz,0,.00,-1.0,PIT,-2.0,4.0,7.0,-3.0,4.4,4.8,-0.4,4.9,6.3,-1.4
9,5,PIT,1,WSN,0,6.0,8.0,66-76,5.0,Garcia,Chapman,1,.00,-2.0,PIT,-2.0,6.0,5.667,0.333,4.6,5.8,-1.2,5.0,6.2,-1.2
9,6,PIT,1,WSN,2,7.0,3.0,67-76,5.0,Jones,Corbin,0,.00,1.0,PIT,4.0,5.333,5.333,0.0,5.0,6.4,-1.4,4.7,5.1,-0.4
9,0,PIT,1,MIA,2,3.0,2.0,68-76,5.0,Skenes,Bellozo,1,.00,2.0,PIT,1.0,5.333,4.333,1.0,5.6,4.4,1.2,4.2,4.3,-0.1
9,1,PIT,1,MIA,2,6.0,4.0,69-76,5.0,Wentz,Oller,1,.00,3.0,PIT,2.0,5.333,3.0,2.333,5.0,4.4,0.6,4.5,4.7,-0.2
9,2,PIT,1,MIA,2,3.0,1.0,70-76,5.0,Falter,Bermúdez,0,.00,4.0,PIT,2.0,4.0,2.333,1.667,5.0,3.6,1.4,4.7,4.2,0.5
9,4,PIT,1,KCR,0,3.0,8.0,70-77,5.0,Marsh,Ortiz,1,.00,-1.0,PIT,-5.0,4.0,4.333,-0.333,4.4,3.6,0.8,4.5,4.7,-0.2
9,5,PIT,1,KCR,0,1.0,5.0,70-78,5.0,Wacha,Keller,0,.00,-2.0,PIT,-4.0,2.333,4.667,-2.333,3.2,4.0,-0.8,4.1,5.2,-1.1
9,6,PIT,1,KCR,2,4.0,3.0,71-78,5.0,Mlodzinski,Singer,0,.00,1.0,PIT,1.0,2.667,5.333,-2.667,3.4,4.2,-0.8,4.5,4.3,0.2
9,0,PIT,0,STL,0,0.0,4.0,71-79,5.0,Pallante,Skenes,1,.00,-1.0,PIT,-4.0,1.667,4.0,-2.333,2.2,4.2,-2.0,3.6,4.3,-0.7
9,1,PIT,0,STL,0,1.0,3.0,71-80,5.0,Lynn,Falter,1,.00,-2.0,PIT,-2.0,1.667,3.333,-1.667,1.8,4.6,-2.8,3.4,4.1,-0.7
9,2,PIT,0,STL,0,5.0,10.0,71-81,5.0,McGreevy,Bednar,1,.00,-3.0,PIT,-5.0,2.0,5.667,-3.667,2.2,5.0,-2.8,3.3,4.3,-1.0
9,3,PIT,0,STL,2,3.0,2.0,72-81,5.0,Mlodzinski,Romero,1,.00,1.0,PIT,1.0,3.0,5.0,-2.0,2.6,4.4,-1.8,2.9,4.2,-1.3
9,4,PIT,0,CIN,0,3.0,8.0,72-82,5.0,Martinez,Keller,1,.00,-1.0,PIT,-5.0,3.667,6.667,-3.0,2.4,5.4,-3.0,2.9,4.8,-1.9
9,5,PIT,0,CIN,0,1.0,7.0,72-83,5.0,Lowder,Jones,0,.00,-2.0,PIT,-6.0,2.333,5.667,-3.333,2.6,6.0,-3.4,2.4,5.1,-2.7
9,6,PIT,0,CIN,2,2.0,0.0,73-83,5.0,Skenes,Greene,0,.00,1.0,PIT,2.0,2.0,5.0,-3.0,2.8,5.4,-2.6,2.3,5.0,-2.7
9,1,PIT,1,MIL,0,2.0,7.0,73-84,5.0,Milner,Falter,1,.00,-1.0,PIT,-5.0,1.667,4.667,-3.0,2.2,4.8,-2.6,2.2,4.9,-2.7
9,2,PIT,1,MIL,2,2.0,1.0,74-84,5.0,Ortiz,Peralta,1,.00,1.0,PIT,1.0,2.0,2.667,-0.667,2.0,4.6,-2.6,2.3,4.5,-2.2
9,3,PIT,1,MIL,0,2.0,5.0,74-85,5.0,Civale,Keller,0,.00,-1.0,PIT,-3.0,2.0,4.333,-2.333,1.8,4.0,-2.2,2.1,4.7,-2.6
9,4,PIT,0,NYY,2,4.0,2.0,75-85,5.0,Mlodzinski,Kahnle,1,.00,1.0,PIT,2.0,2.667,2.667,0.0,2.4,3.0,-0.6,2.5,4.5,-2.0
9,5,PIT,0,NYY,2,9.0,4.0,76-85,4.0,Burrows,Gil,0,.00,2.0,PIT,5.0,5.0,3.667,1.333,3.8,3.8,0.0,3.3,4.6,-1.3
9,6,PIT,0,NYY,0,4.0,6.0,76-86,5.0,Weaver,Holderman,0,.00,-1.0,PIT,-2.0,5.667,4.0,1.667,4.2,3.6,0.6,3.2,4.2,-1.0
3,3,STL,0,LAD,0,1.0,7.0,0-1,4.0,Glasnow,Mikolas,0,.94,-1.0,STL,-6.0,4.667,5.667,-1.0,4.0,4.8,-0.8,3.0,4.7,-1.7
3,4,STL,0,LAD,0,3.0,6.0,0-2,5.0,Miller,Thompson,1,.90,-2.0,STL,-3.0,2.667,6.333,-3.667,4.2,5.0,-0.8,3.0,4.5,-1.5
3,5,STL,0,LAD,2,6.0,5.0,1-2,4.0,Helsley,Hurt,1,.85,1.0,STL,1.0,3.333,6.0,-2.667,4.6,5.6,-1.0,3.5,4.3,-0.8
3,6,STL,0,LAD,0,4.0,5.0,1-3,5.0,Crismatt,King,0,.90,-1.0,STL,-1.0,4.333,5.333,-1.0,3.6,5.8,-2.2,3.7,4.8,-1.1
4,0,STL,0,SDP,2,6.0,2.0,2-3,5.0,Gibson,Waldron,1,.86,1.0,STL,4.0,5.333,4.0,1.333,4.0,5.0,-1.0,4.1,4.3,-0.2
4,1,STL,0,SDP,2,5.0,2.0,3-3,5.0,Mikolas,Darvish,1,.90,2.0,STL,3.0,5.0,3.0,2.0,4.8,4.0,0.8,4.4,4.4,0.0
4,2,STL,0,SDP,0,2.0,3.0,3-4,5.0,Musgrove,Thompson,0,.92,-1.0,STL,-1.0,4.333,2.333,2.0,4.6,3.4,1.2,4.4,4.2,0.2
4,3,STL,1,MIA,2,8.0,5.0,4-4,5.0,Gallegos,Sánchez,0,.91,1.0,STL,3.0,5.0,3.333,1.667,5.0,3.4,1.6,4.8,4.5,0.3
4,5,STL,1,MIA,2,3.0,1.0,5-4,5.0,Matz,Rogers,0,.93,2.0,STL,2.0,4.333,3.0,1.333,4.8,2.6,2.2,4.2,4.2,0.0
4,6,STL,1,MIA,0,3.0,10.0,5-5,5.0,Meyer,Gibson,0,.94,-1.0,STL,-7.0,4.667,5.333,-0.667,4.2,4.2,0.0,4.1,4.6,-0.5
4,0,STL,1,PHI,0,3.0,5.0,5-6,5.0,Hoffman,Helsley,1,.93,-2.0,STL,-2.0,3.0,5.333,-2.333,3.8,4.8,-1.0,4.3,4.4,-0.1
4,1,STL,1,PHI,2,3.0,0.0,6-6,5.0,Gray,Wheeler,1,.91,1.0,STL,3.0,3.0,5.0,-2.0,4.0,4.2,-0.2,4.3,3.8,0.5
4,2,STL,1,PHI,0,3.0,4.0,6-7,5.0,Nola,Pallante,0,.88,-1.0,STL,-1.0,3.0,3.0,0.0,3.0,4.0,-1.0,4.0,3.7,0.3
4,4,STL,0,ARI,2,9.0,6.0,7-7,5.0,Gallegos,Mantiply,1,.92,1.0,STL,3.0,5.0,3.333,1.667,4.2,5.0,-0.8,4.5,3.8,0.7
4,5,STL,0,ARI,0,2.0,4.0,7-8,5.0,Nelson,Gibson,1,.94,-1.0,STL,-2.0,4.667,4.667,0.0,4.0,3.8,0.2,4.1,4.0,0.1
4,6,STL,0,ARI,0,0.0,5.0,7-9,5.0,Gallen,Mikolas,0,.87,-2.0,STL,-5.0,3.667,5.0,-1.333,3.4,3.8,-0.4,3.6,4.3,-0.7
4,0,STL,0,OAK,2,3.0,1.0,8-9,5.0,Gray,Stripling,1,.79,1.0,STL,2.0,1.667,3.333,-1.667,3.4,4.0,-0.6,3.7,4.1,-0.4
4,1,STL,0,OAK,2,3.0,2.0,9-9,5.0,Lynn,Jiménez,1,.83,2.0,STL,1.0,2.0,2.667,-0.667,3.4,3.6,-0.2,3.2,3.8,-0.6
4,2,STL,0,OAK,0,3.0,6.0,9-10,5.0,Blackburn,Matz,0,.87,-1.0,STL,-3.0,3.0,3.0,0.0,2.2,3.6,-1.4,3.2,4.3,-1.1
4,4,STL,1,MIL,0,1.0,2.0,9-11,5.0,Payamps,Helsley,1,.93,-2.0,STL,-1.0,2.333,3.333,-1.0,2.0,3.2,-1.2,3.0,3.5,-0.5
4,5,STL,1,MIL,0,5.0,12.0,9-12,5.0,Wilson,Mikolas,0,.87,-3.0,STL,-7.0,3.0,6.667,-3.667,3.0,4.6,-1.6,3.2,4.2,-1.0
4,6,STL,1,MIL,0,0.0,2.0,9-13,5.0,Hudson,Gray,0,.82,-4.0,STL,-2.0,2.0,5.333,-3.333,2.4,4.8,-2.4,2.9,4.4,-1.5
4,0,STL,1,ARI,3,5.0,3.0,10-13,5.0,Helsley,Thompson,1,.76,1.0,STL,2.0,3.333,5.667,-2.333,2.8,5.0,-2.2,3.1,4.3,-1.2
4,1,STL,1,ARI,0,1.0,14.0,10-14,5.0,Henry,Matz,1,.76,-1.0,STL,-13.0,2.0,6.333,-4.333,2.4,6.6,-4.2,2.3,5.1,-2.8
4,2,STL,1,ARI,2,5.0,1.0,11-14,5.0,Gibson,Montgomery,0,.70,1.0,STL,4.0,3.667,6.0,-2.333,3.2,6.4,-3.2,2.6,4.8,-2.2
4,4,STL,0,NYM,2,4.0,2.0,12-14,5.0,Mikolas,Buttó,1,.77,2.0,STL,2.0,3.333,5.667,-2.333,3.0,4.4,-1.4,3.0,4.5,-1.5
4,5,STL,0,NYM,2,7.0,4.0,13-14,5.0,Gray,Houser,0,.80,3.0,STL,3.0,5.333,2.333,3.0,4.4,4.8,-0.4,3.4,4.8,-1.4
4,6,STL,0,NYM,1,2.0,4.0,13-15,5.0,Garrett,Liberatore,0,.83,-1.0,STL,-2.0,4.333,3.333,1.0,3.8,5.0,-1.2,3.3,5.0,-1.7
4,1,STL,0,DET,2,2.0,1.0,14-15,4.0,Liberatore,Miller,0,.76,1.0,STL,1.0,3.667,3.0,0.667,4.0,2.4,1.6,3.2,4.5,-1.3
4,1,STL,0,DET,0,6.0,11.0,14-16,4.0,Holton,Leahy,0,.81,-1.0,STL,-5.0,3.333,5.333,-2.0,4.2,4.4,-0.2,3.7,5.4,-1.7
5,2,STL,0,DET,0,1.0,4.0,14-17,4.0,Maeda,Mikolas,0,.78,-2.0,STL,-3.0,3.0,5.333,-2.333,3.6,4.8,-1.2,3.3,4.6,-1.3
5,4,STL,1,CHW,2,3.0,0.0,15-17,4.0,Gray,Keller,1,.75,1.0,STL,3.0,3.333,5.0,-1.667,2.8,4.0,-1.2,3.6,4.4,-0.8
5,5,STL,1,CHW,0,5.0,6.0,15-18,4.0,Kopech,Fernandez,0,.78,-1.0,STL,-1.0,3.0,3.333,-0.333,3.4,4.4,-1.0,3.6,4.7,-1.1
5,6,STL,1,CHW,0,1.0,5.0,15-19,5.0,Crochet,Gallegos,0,.72,-2.0,STL,-4.0,3.0,3.667,-0.667,3.2,5.2,-2.0,3.6,3.8,-0.2
5,0,STL,1,NYM,0,3.0,4.0,15-20,5.0,Manaea,Kittredge,1,.73,-3.0,STL,-1.0,3.0,5.0,-2.0,2.6,3.8,-1.2,3.4,4.1,-0.7
5,1,STL,1,NYM,0,5.0,7.0,15-21,5.0,Buttó,Mikolas,1,.68,-4.0,STL,-2.0,3.0,5.333,-2.333,3.4,4.4,-1.0,3.5,4.6,-1.1
5,3,STL,0,MIL,0,1.0,7.0,15-22,5.0,Koenig,Gray,1,.67,-5.0,STL,-6.0,3.0,6.0,-3.0,3.0,5.8,-2.8,2.9,4.9,-2.0
5,4,STL,0,MIL,0,2.0,11.0,15-23,5.0,Gasser,Lynn,1,.62,-6.0,STL,-9.0,2.667,8.333,-5.667,2.4,6.8,-4.4,2.9,5.6,-2.7
5,5,STL,0,MIL,0,3.0,5.0,15-24,5.0,Milner,Kittredge,1,.55,-7.0,STL,-2.0,2.0,7.667,-5.667,2.8,6.8,-4.0,3.0,6.0,-3.0
5,6,STL,0,MIL,2,4.0,3.0,16-24,5.0,Mikolas,Peguero,0,.50,1.0,STL,1.0,3.0,6.333,-3.333,3.0,6.6,-3.6,2.8,5.2,-2.4
5,0,STL,0,LAA,2,10.0,5.0,17-24,4.0,Leahy,Moore,1,.47,2.0,STL,5.0,5.667,4.333,1.333,4.0,6.2,-2.2,3.7,5.3,-1.6
5,1,STL,0,LAA,2,7.0,6.0,18-24,4.0,Gray,Strickland,1,.55,3.0,STL,1.0,7.0,4.667,2.333,5.2,6.0,-0.8,4.1,5.9,-1.8
5,2,STL,0,LAA,0,2.0,7.0,18-25,4.0,Canning,Lynn,1,.58,-1.0,STL,-5.0,6.333,6.0,0.333,5.2,5.2,0.0,3.8,6.0,-2.2
